#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
3291,chef restaurant supplies,us,32,100,5,,,,chefs restaurant supplies,2020-09-20 13:44:04,"Top stories,Thumbnails",100
3292,black bureau,us,16,100,1.3,,,,black dresser,2020-10-14 02:59:22,"Image pack,Top stories,Thumbnails",150
3293,8 oz yogurt,us,0,100,0,,,,8 oz yogurt,2020-09-27 00:07:44,"People also ask,Image pack",150
3294,conor mcgregor lost fight,us,44,100,0,,,,conor mcgregor,2020-09-25 00:51:27,"Top stories,Thumbnails,People also ask",150
3295,burlington walgreens,us,1,100,1.3,,,,walgreens burlington wi,2020-10-19 03:05:28,"People also ask,Image pack",100
3296,2007 chevy silverado black,us,5,100,0,,,,2007 chevy silverado,2020-10-08 03:23:21,"Image pack,People also ask,Top stories,Thumbnails",100
3297,striking features,us,0,100,0,,,,striking features,2020-10-04 16:10:18,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",200
3298,feta cheese calories 1 tablespoon,us,0,100,,78,0.68,1.04,calories in feta cheese 1 tablespoon,2020-09-23 02:29:55,"Knowledge card,People also ask",150
3299,ride bedford,us,2,100,0,,,,ride bedford,2020-10-06 17:57:20,"Top stories,Thumbnails",100
3300,transparent pla filament,us,3,100,2.5,,,,clear pla,2020-10-01 15:45:41,"Image pack,People also ask",200
3301,facebook customer care number,us,33,100,1,82,0.72,1.13,facebook customer service,2020-10-17 05:44:00,"Sitelinks,People also ask",4100
3302,3d print bust,us,1,100,,,,,3d print bust,2020-10-17 07:36:53,"Sitelinks,Image pack",100
3303,casio g-shock watch replacement parts,us,8,100,,,,,casio parts,2020-10-07 11:17:13,"Image pack,Adwords bottom,Shopping results,Thumbnails",100
3304,rv storage in fort myers florida,us,3,100,2,,,,rv storage fort myers,2020-10-04 02:36:10,Image pack,100
3305,kennedy high school schedule,us,1,100,,,,,jfk high school,2020-10-17 13:58:55,Image pack,150
3306,when was the dryer invented,us,10,100,,,,,when was the dryer invented,2020-10-01 20:44:02,"Featured snippet,Thumbnails,People also ask,Top stories",100
3307,macbook pro keyboard protector,us,11,100,0.45,71,0.72,1.19,macbook pro keyboard cover,2020-09-19 04:43:11,"Adwords top,Top stories,Thumbnails,People also ask,Image pack,Shopping results",200
3308,ford's theater history,us,25,100,2,,,,ford's theater history,2020-10-16 21:19:42,"Featured snippet,Thumbnails,People also ask,Tweet box",100
3309,what is bse degree,us,7,100,0,,,,bse degree,2020-10-18 17:51:04,"People also ask,Sitelinks",150
3310,plan my meals,us,62,100,1.8,144,1.27,1,meal planner,2020-10-11 16:59:23,"People also ask,Top stories,Thumbnails",200
3311,jcpenney northpark,us,5,100,0.02,,,,jcpenney jackson ms,2020-09-25 08:43:55,"Image pack,Adwords bottom",100
3312,playstation plus number,us,61,100,1.2,,,,us.playstation.com/chat,2020-10-08 13:57:38,"Featured snippet,People also ask",100
3313,uci concerts,us,2,100,,,,,uci concerts,2020-10-11 20:07:11,"Top stories,Thumbnails",150
3314,спартак торт,us,0,100,,,,,торт спартак,2020-10-14 02:03:48,"Top stories,Thumbnails,Image pack",4500
3315,ditch stonecrop,us,2,100,0,,,,ditch stonecrop,2020-09-29 11:19:32,,100
3316,artificial intelligence trading,us,22,100,3,,,,ai for trading,2020-09-26 18:04:16,"Featured snippet,People also ask,Top stories,Thumbnails",200
3317,tower 45,us,1,100,0,,,,tower 45,2020-10-15 12:17:20,"Top stories,Thumbnails,Image pack",100
3318,level ten clothing,us,0,100,0.6,,,,level ten clothing,2020-10-10 16:57:06,Image pack,100
3319,zillow kingston,us,0,100,0.05,,,,houses for sale kingston ny,2020-09-19 16:25:24,Image pack,100
3320,pancreas issues in dogs,us,37,100,1,,,,pancreatic disease in dogs,2020-10-17 08:31:53,"Featured snippet,Thumbnails,People also ask",100
3321,colonia cuauhtemoc,us,0,100,0,,,,colonia cuauhtemoc,2020-10-07 02:57:20,,1300
3322,home haircutting with wahl,us,14,100,0.6,,,,haircutting,2020-10-07 20:24:01,"Top stories,Thumbnails,People also ask,Image pack",150
3323,mcmonagle elementary,us,0,100,0,,,,mcmonagle elementary,2020-10-10 09:22:39,"Top stories,Thumbnails,Image pack",100
3324,nevada holidays,us,5,100,0.6,,,,nevada holidays,2020-09-22 15:57:22,"Knowledge card,People also ask",150
3325,solar panel tracking systems,us,15,100,0.8,,,,rotating solar panels,2020-10-03 00:47:33,"Adwords top,Top stories,Thumbnails,People also ask",150
3326,krk rokit 4,us,0,100,1.2,113,1,1.15,krk rokit 4 g3,2020-10-16 09:10:41,"Sitelinks,People also ask,Image pack",1300
3327,express katy mills,us,0,100,,,,,express katy mills,2020-10-07 15:05:20,"Top stories,Thumbnails",100
3328,too big in spanish,us,0,100,0,,,,too big in spanish,2020-10-02 07:25:45,Knowledge card,100
3329,live in love perfume,us,0,100,0.6,,,,live in love perfume,2020-09-25 16:30:18,"Top stories,Thumbnails,Image pack",150
3330,728 w jackson,us,0,100,0.9,,,,728 w jackson blvd,2020-10-11 23:07:55,"Top stories,Thumbnails,Image pack",150
3331,pc remote android,us,42,100,2.5,119,0.95,1.05,pc remote,2020-10-02 10:41:02,"Adwords top,Top stories,Thumbnails",1100
3332,will i am images,us,0,100,,,,,will i am pictures,2020-10-05 17:12:55,Image pack,200
3333,best companies to work for in buffalo ny,us,2,100,0.15,,,,companies in buffalo ny,2020-10-03 23:18:59,"Featured snippet,People also ask",100
3334,top golf discounts,us,57,100,1,145,1.49,1.02,topgolf college night,2020-10-02 07:19:54,People also ask,100
3335,will smith cowboy movie,us,34,100,0,,,,wild wild west,2020-10-11 19:42:39,"Knowledge card,Top stories,Thumbnails,People also ask",150
3336,cheap brushless motors,us,6,100,0.8,,,,brushless esc combo,2020-09-28 05:35:01,"Top stories,Thumbnails,Image pack",150
3337,washington dc view,us,4,100,0,,,,washington dc skyline,2020-09-26 09:28:55,"Image pack,Top stories,Thumbnails",100
3338,hedge funds london,us,11,100,0,,,,hedge funds london,2020-10-11 11:06:00,"Featured snippet,People also ask,Adwords bottom",800
3339,safeway lancaster salem oregon,us,1,100,0.25,,,,safeway lancaster,2020-10-18 14:10:16,,100
3340,chinese food keizer oregon,us,0,100,0,,,,johns chinese,2020-10-02 05:18:32,,100
3341,e36 m3 mirrors,us,0,100,0.15,,,,e36 m3 mirrors,2020-10-09 15:12:12,"Image pack,Top stories,Thumbnails",100
3342,hawaii fauna,us,1,100,0.01,,,,hawaii fauna,2020-09-25 00:00:49,"People also ask,Image pack,Top stories,Thumbnails",250
3343,flavor blasted,us,0,100,0,,,,blasted urban dictionary,2020-09-25 18:41:36,"Featured snippet,Image pack,Top stories,Thumbnails",150
3344,parkinson organization,us,82,100,1.7,,,,parkinsons,2020-10-12 00:34:12,People also ask,100
3345,aero tech staffing,us,36,100,1.2,71,0.63,1.17,areotek,2020-09-21 06:46:25,"Adwords top,Sitelinks,People also ask,Image pack",150
3346,west carter middle school,us,0,100,0,,,,west carter middle school,2020-10-10 07:01:33,"Top stories,Thumbnails,Image pack",100
3347,mccormick jamaican jerk seasoning,us,2,100,0.3,,,,mccormick caribbean jerk seasoning,2020-10-13 06:53:20,"Top stories,Thumbnails,People also ask,Image pack,Adwords bottom",150
3348,medina winery,us,3,100,0.1,,,,winery medina ohio,2020-10-14 11:08:15,"Top stories,Thumbnails",100
3349,dean martin tv show,us,6,100,0.6,,,,the dean martin show,2020-10-15 10:30:50,"Sitelinks,People also ask",150
3350,technology advances in healthcare,us,44,100,25,,,,technology in healthcare,2020-10-09 13:04:23,People also ask,150
3351,tri rail pompano,us,4,100,0,,,,pompano beach tri rail,2020-09-23 20:02:37,"Top stories,Thumbnails,Image pack",150
3352,free vegas solitaire,us,16,100,0.9,,,,las vegas solitaire,2020-09-27 07:38:29,"Top stories,Thumbnails,People also ask,Image pack",1300
3353,perkins burley idaho,us,1,100,0,,,,perkins burley idaho,2020-10-01 21:34:44,Image pack,100
3354,james patterson elementary,us,0,100,,,,,james patterson elementary,2020-10-05 09:55:13,"Top stories,Thumbnails,Image pack",100
3355,how to pay your bills,us,35,100,0.7,,,,paying the bills,2020-10-10 06:48:21,"Featured snippet,People also ask,Top stories,Thumbnails",150
3356,g nageswara reddy,us,0,100,0,,,,g nageswara reddy,2020-09-22 10:21:58,"Top stories,Thumbnails",600
3357,trash bag alternatives,us,7,100,,123,1.14,1.05,alternative to plastic trash bags,2020-10-06 11:49:53,"People also ask,Top stories,Thumbnails,Image pack",100
3358,escuela para todos,us,0,100,0.45,,,,escuela para todos,2020-10-15 19:21:02,"Top stories,Thumbnails,Sitelinks,Image pack",1000
3359,10 ft fence panels,us,11,100,0.8,,,,home depot fence panels,2020-10-12 09:09:27,"People also ask,Image pack,Top stories,Thumbnails",150
3360,ceremonial guard,us,2,100,0,,,,navy ceremonial guard,2020-10-04 17:09:39,"People also ask,Top stories,Thumbnails,Image pack",350
3361,palm tree bar stools,us,0,100,1.7,,,,palm tree bar stools,2020-10-03 13:14:57,"Adwords top,Image pack,Adwords bottom",100
3362,geneva platinum watch mens,us,0,100,0.08,,,,geneva platinum men's watch,2020-09-18 21:21:40,"Image pack,People also ask,Top stories,Thumbnails",100
3363,iphone hosts file,us,0,100,0,,,,iphone hosts file,2020-09-25 11:37:58,"Featured snippet,Top stories,Thumbnails",150
3364,nonconceptual,us,0,100,,,,,nonconceptual,2020-10-02 19:56:39,"Featured snippet,Top stories,Thumbnails,Image pack",150
3365,centre theatre idaho falls,us,0,100,0,,,,royal theater,2020-10-06 15:05:52,"Knowledge card,Image pack",100
3366,multiplayer fps games,us,59,100,1.3,88,0.75,1.1,fps games,2020-09-29 20:54:43,,500
3367,unhappy dog,us,8,100,0,,,,unhappy dog,2020-10-09 04:54:38,"Featured snippet,People also ask,Top stories,Thumbnails",200
3368,cuanto es una decena,us,1,100,,,,,las unidades,2020-09-27 17:09:46,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",2600
3369,umc mychart login,us,29,100,,,,,umc mychart,2020-10-14 01:23:25,,100
3370,hilton rye,us,1,100,3,,,,hilton rye brook ny,2020-10-17 02:02:22,Adwords top,150
3371,emma capnograph,us,0,100,1.2,,,,emma capnograph,2020-09-29 11:38:50,"Shopping results,Thumbnails,Image pack,Top stories",150
3372,heme food,us,52,100,,,,,what is heme,2020-10-16 15:36:09,"Featured snippet,Thumbnails,People also ask",100
3373,water content in milk,us,1,100,0,,,,water in milk,2020-10-15 18:16:20,"Featured snippet,People also ask,Image pack,Top stories,Thumbnails",200
3374,all jewellery,us,21,100,2.5,,,,all jewellery,2020-10-03 13:43:03,"Image pack,People also ask,Adwords bottom",300
3375,sia destiny,us,2,100,0,,,,zero7 sia,2020-10-11 12:17:28,Thumbnails,200
3376,spdi,us,1,100,0,66,0.58,1.39,spdi,2020-10-05 06:24:41,,4000
3377,knightons auto,us,0,100,0.6,,,,knightons auto,2020-09-19 12:29:05,"Sitelinks,Image pack",150
3378,earthy wine,us,1,100,0,,,,earthy wine,2020-09-26 20:21:43,"Featured snippet,People also ask,Image pack",150
3379,birding websites,us,82,100,2,,,,ebird,2020-10-13 05:13:25,Featured snippet,150
3380,general ceramic tile,us,0,100,3.5,,,,general ceramic tile,2020-10-04 02:31:36,"Sitelinks,Image pack",100
3381,rubbermaid corner shelf,us,0,100,0.45,,,,rubbermaid corner shelf,2020-10-10 20:51:14,"Image pack,Top stories,Thumbnails",100
3382,ralph lauren house shoes,us,0,100,0.45,,,,ralph lauren house shoes,2020-10-16 18:10:51,"Sitelinks,Image pack",100
3383,whitney way thore net worth,us,1,100,0,71,0.63,1.17,whitney thore salary,2020-09-24 07:11:06,"Featured snippet,Thumbnails,People also ask,Image pack",200
3384,queen of the scots,us,44,100,,,,,mary queen of scots,2020-10-12 23:17:30,"People also ask,Top stories,Thumbnails",150
3385,grocery stores in flint michigan,us,1,100,,,,,grocery stores in flint michigan,2020-10-10 06:05:04,"Top stories,Thumbnails",150
3386,smt3000rmt2u,us,0,100,1.7,,,,smt3000rmt2u,2020-10-17 11:25:09,,100
3387,how do you say dust in spanish,us,0,100,0,,,,how do you say dust in spanish,2020-10-05 05:17:20,"Knowledge card,Sitelinks,Top stories,Thumbnails",150
3388,frol,us,0,100,0,30,0.26,1.06,frol,2020-10-15 22:17:11,"Sitelinks,Image pack,Top stories,Thumbnails",1000
3389,airline management salary,us,3,100,1.6,,,,airline management salary,2020-09-26 05:37:03,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",150
3390,delaware beach wedding venues,us,0,100,3,,,,rehoboth beach weddings,2020-10-11 21:11:55,Image pack,100
3391,wildlife shows,us,22,100,2.5,,,,wildlife shows,2020-09-22 15:31:06,"Top stories,Thumbnails",200
3392,ea access ps4 game list,us,22,100,,,,,ea access,2020-10-16 13:13:18,"Featured snippet,Sitelinks,People also ask",200
3393,are west virginia casinos open,us,14,100,,,,,is hollywood casino open,2020-10-18 11:03:51,"Sitelinks,Adwords bottom",100
3394,at&t account services,us,51,100,0.8,,,,att login,2020-10-18 05:05:28,"Featured snippet,Sitelinks,People also ask",150
3395,john locke and the enlightenment,us,58,100,,,,,john locke biography,2020-10-11 19:33:34,"Featured snippet,Thumbnails,People also ask,Top stories",150
3396,avis arlington va,us,2,100,2.5,,,,avis arlington va,2020-10-16 20:54:20,Image pack,100
3397,australian keyboard,us,14,100,0,67,0.55,1.05,australia keyboard,2020-09-21 21:28:29,"Image pack,People also ask,Top stories,Thumbnails",450
3398,panasonic body camera,us,0,100,1,,,,panasonic body camera,2020-09-25 11:33:07,"Top stories,Thumbnails,Image pack",150
3399,what city are the texas rangers from,us,52,100,0,,,,texas rangers wiki,2020-10-17 07:29:51,"Image pack,Thumbnails,People also ask,Sitelinks",100
3400,vw north olmsted,us,0,100,,,,,ganley westside vw,2020-10-09 00:49:12,"Sitelinks,Image pack",100
3401,program management plan template,us,26,100,10,,,,program management templates,2020-09-22 10:45:46,Image pack,200
3402,ucf college of arts and humanities,us,4,100,0,,,,ucf college of arts and humanities,2020-10-05 09:33:12,"Top stories,Thumbnails,Image pack",150
3403,large wet bag,us,5,100,0.6,,,,large wet bag,2020-09-24 16:47:35,"Shopping results,Thumbnails,Top stories,Image pack",150
3404,k2 snowboards womens,us,0,100,0.9,,,,k2 women snowboards,2020-09-26 05:28:47,"Top stories,Thumbnails,Image pack",150
3405,free places to have a birthday party,us,11,100,3.5,,,,cheap places to have a party,2020-10-18 17:01:05,People also ask,100
3406,what channel is goliath on,us,39,100,,,,,goliath,2020-09-24 03:56:30,"People also ask,Top stories,Thumbnails",100
3407,bristol tn to memphis tn,us,0,100,0,,,,bristol tn to memphis tn,2020-10-04 18:15:26,"Knowledge card,People also ask",100
3408,being an extra in a movie,us,11,100,1.1,,,,how to be an extra in a movie,2020-10-13 09:11:37,"Featured snippet,People also ask,Top stories,Thumbnails",200
3409,mcafee president,us,33,100,0.35,,,,john mcafee,2020-10-04 22:42:08,"Featured snippet,People also ask",150
3410,mason jar fillers,us,2,100,0.6,,,,mason jar fillers,2020-09-27 00:18:46,"Image pack,People also ask,Top stories,Thumbnails",100
3411,covington club apartments,us,0,100,0.5,,,,covington club,2020-10-08 22:28:55,"Top stories,Thumbnails,Image pack",150
3412,homes for sale in whatcom county wa,us,5,100,0.7,,,,whatcom county real estate,2020-10-13 21:28:58,,100
3413,famous people with ostomies,us,3,100,2.5,,,,colostomy bag celebrities,2020-10-19 12:53:21,"People also ask,Image pack",100
3414,benton arkansas hospital,us,3,100,0.15,,,,saline memorial hospital,2020-10-07 19:10:10,Sitelinks,100
3415,milams used cars,us,0,100,3,,,,milams used cars,2020-09-26 10:43:54,Image pack,150
3416,army communications mos,us,12,100,4,,,,army 25 series,2020-09-21 22:04:07,"People also ask,Image pack",100
3417,what rice to use for risotto,us,24,100,0,,,,risotto rice,2020-10-02 16:19:48,"Featured snippet,Thumbnails,People also ask,Top stories",200
3418,flower gauges,us,0,100,0.3,,,,flower gauges,2020-09-30 03:29:55,"Image pack,Top stories,Thumbnails",100
3419,denny's ultimate omelette,us,0,100,,,,,denny's ultimate omelette,2020-10-17 05:38:35,"Image pack,Top stories,Thumbnails",100
3420,e3-1230 v6,us,1,100,,,,,e3-1230 v6,2020-10-04 09:10:17,,700
3421,wedding dresses under 600,us,5,100,1,,,,wedding dresses under 600,2020-10-04 18:30:25,Image pack,100
3422,open houses in lynn ma,us,0,100,0.6,,,,open houses in lynn ma,2020-10-15 21:19:13,Image pack,100
3423,american psycho d12,us,0,100,0,,,,american psycho d12,2020-10-05 07:01:51,"Thumbnails,Top stories,Image pack",200
3424,amouage beach hut man,us,0,100,,,,,beach hut man,2020-10-05 03:36:02,"Top stories,Thumbnails,Image pack",250
3425,is but,us,12,100,0,,,,but,2020-10-08 10:49:34,"People also ask,Top stories,Thumbnails",350
3426,xxy trisomy,us,50,100,2.5,,,,xxy chromosome,2020-09-26 16:02:24,"People also ask,Image pack",150
3427,amelia earhart navigator,us,22,100,0,30,0.31,1.06,fred noonan,2020-10-16 22:13:47,"Featured snippet,Thumbnails,People also ask,Sitelinks",100
3428,rubbing oils,us,24,100,0.7,,,,best massage oil,2020-09-30 02:35:43,People also ask,150
3429,stock trading software free,us,50,100,30,,,,day trading software,2020-09-27 19:48:53,"Featured snippet,Thumbnails,People also ask,Top stories,Adwords bottom",200
3430,making money selling online,us,50,100,7,,,,making money online,2020-09-27 07:15:29,"People also ask,Top stories,Thumbnails",150
3431,genie pro screw drive remote programming,us,8,100,2,,,,program genie remote,2020-10-07 11:14:02,"Featured snippet,Thumbnails,People also ask,Top stories",100
3432,flu vaccine statistics,us,59,100,0.9,,,,flu vaccine effectiveness,2020-09-22 17:57:40,"Featured snippet,Thumbnails,People also ask",150
3433,how to fill donuts,us,6,100,0.04,,,,donut filling,2020-10-13 11:17:18,"Top stories,Thumbnails,People also ask,Image pack",100
3434,weather 06377,us,0,100,0,,,,sterling ct weather,2020-10-11 18:07:30,"Knowledge card,Image pack",100
3435,acl vs mcl tear,us,3,100,0,,,,acl mcl,2020-10-11 21:43:14,"People also ask,Image pack",100
3436,clay county florida arrests,us,6,100,0.09,,,,clay county jail inmate search,2020-09-25 11:24:18,"Top stories,Thumbnails,Image pack",150
3437,merco credit union merced ca,us,1,100,0.1,,,,merco credit union,2020-10-06 20:39:23,"Sitelinks,Image pack",100
3438,venison dry rub,us,2,100,0.15,,,,best seasoning for venison,2020-10-11 00:17:43,"Top stories,Thumbnails",150
3439,no water toilet,us,8,100,0.7,,,,dry flush toilet,2020-09-19 03:19:06,"Shopping results,Thumbnails,Featured snippet,People also ask,Top stories,Image pack",150
3440,body butter cream,us,10,100,2.5,,,,body butter,2020-10-11 18:12:33,"People also ask,Top stories,Thumbnails,Image pack",450
3441,freedom of road riders,us,0,100,0,,,,freedom of the road riders,2020-09-19 09:19:33,"Top stories,Thumbnails,Image pack",100
3442,dark tuner monster,us,0,100,,,,,dark tuner,2020-09-24 12:53:39,"Image pack,Top stories,Thumbnails",100
3443,studio apartments in baltimore county,us,1,100,2.5,,,,studio apartments in baltimore county,2020-10-14 05:52:48,Adwords top,100
