#,Keyword,Country,Difficulty,Volume,CPC,Clicks,CPS,Return Rate,Parent Keyword,Last Update,SERP Features,Global volume
3316,cs lewis a grief observed,us,14,250,0.7,217,0.84,1.07,a grief observed,2020-10-05 02:54:12,"People also ask,Top stories,Thumbnails",450
3317,how much is workers comp insurance,us,12,250,20,156,0.64,1.09,workers comp insurance rate,2020-09-27 10:54:37,"Featured snippet,Thumbnails,People also ask",300
3318,colorado bike parks,us,6,250,1.5,,,,colorado bike parks,2020-10-11 11:15:59,"Top stories,Thumbnails,Image pack",250
3319,angela deem 90 day fiance,us,4,250,,,,,90 day fiance news,2020-10-11 14:56:18,"People also ask,Image pack",300
3320,german shepherd breeders in ma,us,7,250,0.45,,,,german shepherd puppies for sale in new england,2020-10-14 17:55:52,"Sitelinks,Image pack",250
3321,spin pizza topeka,us,0,250,,,,,spin pizza topeka,2020-10-10 09:32:03,Image pack,250
3322,horror animation,us,17,250,0.04,193,0.77,1.26,animated horror movies,2020-09-26 20:19:19,Image pack,700
3323,10 of 1700,us,0,250,0,,,,10 of 1700,2020-10-17 08:36:57,"Featured snippet,Image pack",300
3324,van morrison songs list,us,5,250,0.03,92,0.4,1.07,van morrison songs,2020-10-08 22:45:54,"People also ask,Top stories,Thumbnails",400
3325,books by charles krauthammer,us,5,250,0.6,72,0.31,2.29,charles krauthammer,2020-09-25 08:49:17,"Top stories,Thumbnails",250
3326,does chemo hurt,us,39,250,4.5,88,0.34,1.07,does chemotherapy hurt,2020-10-16 23:21:37,"Featured snippet,Thumbnails,People also ask",350
3327,exterior door styles,us,51,250,3,235,0.97,1.13,doors,2020-10-03 08:58:35,"Image pack,Top stories,Thumbnails",300
3328,island of dr monroe,us,55,250,0.7,,,,the island of dr moreau,2020-10-20 13:04:26,"Featured snippet,Sitelinks,People also ask",300
3329,chia seed substitute,us,6,250,0,115,0.47,1.21,chia seeds substitute,2020-10-19 15:52:14,"Featured snippet,Thumbnails,People also ask,Top stories",300
3330,largest number with a name,us,21,250,0.06,124,0.51,1.15,million billion trillion,2020-10-15 22:36:44,"Featured snippet,People also ask,Sitelinks,Top stories,Thumbnails,Image pack",450
3331,snow white wolf among us,us,0,250,0,157,0.6,1.46,snow white wolf among us,2020-10-04 14:28:56,People also ask,350
3332,what is split personality,us,52,250,0.2,73,0.28,1.22,dissociative identity disorder,2020-09-26 00:58:09,People also ask,600
3333,memphis code enforcement,us,0,250,1.5,194,0.73,1.1,memphis code enforcement,2020-10-05 16:30:54,Image pack,300
3334,fast food chicken sandwich,us,17,250,0,162,0.63,1.2,best fast food chicken sandwich,2020-09-24 11:52:47,"Featured snippet,People also ask,Top stories,Thumbnails",300
3335,cvs plainville,us,0,250,0.2,,,,cvs plainville,2020-10-14 16:30:22,Image pack,250
3336,counting rhymes,us,18,250,0.08,191,0.78,1.23,counting rhymes,2020-09-21 02:29:36,"Featured snippet,Thumbnails,Top stories,People also ask,Image pack",700
3337,arizona sign,us,8,250,1.8,85,0.33,1.43,arizona sign,2020-10-11 03:52:13,"Image pack,Top stories,Thumbnails",250
3338,netflix and deal,us,2,250,,,,,netflix and deal,2020-09-25 20:25:29,"Top stories,Thumbnails",250
3339,mouse rug,us,2,250,0.5,236,1.04,1.13,mouse rug,2020-10-16 18:44:36,"Sitelinks,Image pack,Adwords bottom",450
3340,pride lyrics kendrick,us,0,250,,230,0.89,1.12,pride lyrics,2020-10-17 21:19:30,,600
3341,quartz fireplace,us,4,250,0.9,195,0.8,1.22,majestic quartz,2020-10-06 20:24:07,"Image pack,People also ask,Top stories,Thumbnails,Adwords bottom",300
3342,crown d75,us,0,250,0.4,237,1,1.15,crown d-75,2020-10-16 21:41:25,"Sitelinks,Image pack",300
3343,realtor courses,us,22,250,3,230,0.95,1.31,royse and associates,2020-10-05 00:59:38,"Adwords top,People also ask",300
3344,energy beings,us,2,250,0,171,0.65,1.18,energy being,2020-09-21 17:10:19,,300
3345,transparent roblox logo,us,0,250,,42,0.18,1.19,roblox logo png,2020-10-18 23:45:17,Image pack,250
3346,how to make garlic pickle,us,13,250,0.2,,,,garlic pickle recipe,2020-09-24 12:52:17,"Top stories,Thumbnails",500
3347,bmw 5 series 1995,us,1,250,0.35,,,,e34,2020-10-11 14:40:44,"Top stories,Thumbnails,People also ask",400
3348,amity island jaws,us,11,250,0,106,0.41,1.07,amity island,2020-10-14 19:40:18,"People also ask,Sitelinks,Top stories,Thumbnails,Image pack",300
3349,hulk sad,us,1,250,0,63,0.27,1.17,sad hulk,2020-10-13 21:39:46,Image pack,500
3350,local channels app,us,45,250,1.6,,,,airtv,2020-10-11 09:46:56,"People also ask,Top stories,Thumbnails",250
3351,flights from slc to boise,us,0,250,1,120,0.52,1.32,flights from slc to boise,2020-10-20 03:10:11,Image pack,250
3352,beat that,us,1,250,0,69,0.29,1.07,beat that,2020-10-17 03:00:45,,2600
3353,who was the 39th president,us,56,250,,30,0.13,1.1,jimmy carter,2020-10-15 23:02:40,"Image pack,People also ask,Sitelinks",250
3354,o'reilly auto parts batteries,us,32,250,,241,0.91,1.07,oreillys battery,2020-09-21 15:57:45,"People also ask,Top stories,Thumbnails,Image pack",250
3355,tapioca express near me,us,1,250,,,,,tapioca express near me,2020-10-15 01:09:59,"Sitelinks,People also ask",250
3356,hooters columbus ohio,us,0,250,0.04,207,0.8,1.1,hooters near me,2020-10-07 04:21:26,"People also ask,Image pack",250
3357,wiadvisor,us,6,250,0,,,,wiadvisor,2020-10-07 18:39:21,"Top stories,Thumbnails",250
3358,dưa gang,us,0,250,0,,,,dưa gang,2020-09-25 20:03:30,Image pack,5200
3359,amyloid cardiomyopathy,us,2,250,0.7,168,0.71,1.11,amyloidotic cardiomyopathy,2020-09-23 14:37:10,"Featured snippet,People also ask",400
3360,who owns grubhub,us,34,250,0.1,107,0.43,1.13,grubhub acquisitions,2020-10-18 22:32:07,"Featured snippet,People also ask",250
3361,map of portugal cities,us,4,250,0,146,0.6,1.24,map of portugal with cities,2020-09-23 19:21:31,"Image pack,Top stories,Thumbnails",300
3362,backyard basketball court cost,us,4,250,2.5,272,1.2,1.28,backyard basketball court cost,2020-10-16 09:23:52,"Adwords top,Featured snippet,People also ask,Sitelinks,Image pack,Adwords bottom",300
3363,macho man and elizabeth,us,5,250,0,169,0.65,1.2,miss elizabeth,2020-10-08 01:16:02,"Featured snippet,People also ask",350
3364,better homes and gardens plates,us,0,250,0.6,159,0.69,1.08,better homes and gardens plates,2020-10-11 18:44:28,Image pack,250
3365,simplehuman step trash can,us,11,250,1.3,210,0.89,1.22,simple human trash can,2020-09-24 13:09:45,"People also ask,Top stories,Thumbnails,Image pack",250
3366,vintage hanging lights,us,0,250,1.2,95,0.4,1.07,retro hanging lamps,2020-09-20 11:24:43,"Image pack,Top stories,Thumbnails",300
3367,classifieds chicago,us,14,250,0.35,,,,tribune classified,2020-10-15 18:26:23,,250
3368,what is dull,us,22,250,0.03,53,0.21,1.12,dull,2020-10-01 16:09:14,"Knowledge card,People also ask,Top stories,Thumbnails",450
3369,canon external flash,us,5,250,0.6,220,0.97,1.09,canon cameras flashes,2020-09-28 09:56:13,"People also ask,Top stories,Thumbnails,Image pack",450
3370,how washing machine works,us,14,250,0.8,,,,how does a washing machine work,2020-10-19 20:07:34,"Featured snippet,Thumbnails,People also ask",700
3371,florida man february 2nd,us,0,250,,,,,florida man february 2,2020-10-15 01:51:35,Image pack,300
3372,ic berlin sunglasses,us,2,250,0.6,289,1.06,1.1,ic berlin,2020-10-16 19:29:17,"Sitelinks,Image pack",700
3373,where does loretta lynn live,us,6,250,0.3,187,0.79,1.04,loretta lynns home,2020-10-06 05:57:54,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",250
3374,mosaic at millenia,us,1,250,0.8,215,0.83,1.28,mosaic at millenia,2020-10-07 02:06:21,Image pack,250
3375,cities: skylines - mass transit,us,15,250,,274,1.12,1.1,cities skylines mass transit,2020-10-15 17:34:16,"People also ask,Top stories,Thumbnails,Image pack",1000
3376,harley quinn car,us,0,250,0.25,71,0.29,1.37,harley quinn car seat cover,2020-10-04 23:44:38,"Image pack,People also ask,Top stories,Thumbnails",300
3377,谷歌浏览器下载,us,44,250,,30,0.13,1.07,浏览器,2020-10-19 02:45:31,"Sitelinks,Image pack",300
3378,will smith bel air,us,62,250,0,114,0.44,1.03,fresh prince of bel air,2020-10-12 23:46:18,People also ask,900
3379,map of bundesliga teams,us,6,250,0,265,1.15,1.04,bundesliga team map,2020-10-02 05:43:59,"Image pack,People also ask",300
3380,starbucks instant coffee packets,us,6,250,1,159,0.61,1.27,starbucks via,2020-10-04 01:44:45,"Top stories,Thumbnails,Image pack,Adwords bottom",300
3381,5 oz gold bar,us,0,250,2,331,1.31,1.17,5 oz gold bar,2020-09-20 10:02:30,"People also ask,Top stories,Thumbnails,Image pack",350
3382,tin(iv) sulfate,us,0,250,,88,0.34,1,tin (iv) sulfate,2020-10-09 03:25:27,"People also ask,Top stories,Thumbnails",250
3383,iphone song,us,38,250,8,91,0.4,1.08,iphone song,2020-10-14 21:23:13,People also ask,900
3384,fake smile emoji,us,1,250,0,56,0.23,1.11,emoji smile,2020-10-17 14:40:02,"Featured snippet,People also ask,Sitelinks",800
3385,ssi cola,us,56,250,1.2,210,0.82,1.22,cola 2020,2020-09-22 15:41:57,"Featured snippet,People also ask",250
3386,home depot outdoor furniture covers,us,2,250,1.8,,,,patio furniture covers,2020-10-04 15:29:30,"Adwords top,Sitelinks,Image pack,Shopping results,Thumbnails",250
3387,nest e vs nest 3,us,12,250,,284,1.07,1.15,nest vs nest e,2020-10-16 13:44:00,"People also ask,Sitelinks",350
3388,paper bag waist,us,4,250,1.2,131,0.52,1.21,paper bag waist,2020-09-20 19:03:15,"Image pack,People also ask,Top stories,Thumbnails,Adwords bottom",450
3389,ashwood benjamin moore,us,0,250,,,,,benjamin moore ashwood,2020-10-07 21:34:33,"Adwords top,Featured snippet,People also ask",250
3390,packers t shirts,us,2,250,1.1,,,,green bay t shirts,2020-10-14 13:15:51,"Adwords top,Sitelinks,Image pack",300
3391,rau diếp cá,us,0,250,0,131,0.51,1.39,diếp cá,2020-10-05 18:00:25,,4100
3392,21 day challenge diet,us,30,250,3.5,144,0.59,1.21,21 day diet,2020-10-18 04:31:41,"Image pack,People also ask",350
3393,pediatricians inc,us,0,250,1.1,,,,pediatricians inc,2020-10-10 02:24:37,,250
3394,microsoft online games,us,70,250,0.9,250,1.1,1.79,msn games,2020-10-18 21:42:37,Sitelinks,350
3395,scrap electronics,us,6,250,2,219,0.9,1.2,electronic scrap buyers near me,2020-10-17 11:37:59,"People also ask,Image pack",400
3396,most expensive thing on earth,us,10,250,0.45,157,0.68,1.04,most expensive thing in the world,2020-10-04 21:14:48,"Featured snippet,Thumbnails,Top stories",400
3397,disney world timeshare,us,49,250,1.9,218,0.84,1.19,timeshares disney,2020-10-04 21:16:39,"People also ask,Top stories,Thumbnails,Image pack",300
3398,cheap wigs that look real,us,6,250,0.6,270,1.04,1.37,natural looking wigs,2020-10-11 22:40:50,"People also ask,Top stories,Thumbnails,Image pack",350
3399,frases de viernes,us,0,250,0.03,66,0.29,1.45,frases viernes,2020-10-16 16:51:45,Image pack,8300
3400,coordinates wow,us,7,250,0,279,1.09,1.12,wow coordinates,2020-10-04 19:33:46,"People also ask,Top stories,Thumbnails",600
3401,best scuba diving in florida,us,5,250,1.1,252,0.97,1.23,scuba diving in florida,2020-10-08 03:18:17,"Featured snippet,People also ask,Top stories,Thumbnails",300
3402,steelers starting lineup,us,19,250,2.5,148,0.57,1.17,steelers depth chart,2020-10-04 14:12:59,People also ask,300
3403,frogs hot tubs,us,3,250,9,,,,frogs spa fairfax,2020-09-23 16:05:55,"Top stories,Thumbnails,Image pack",250
3404,outback columbus ga,us,0,250,0.7,80,0.32,1.19,outback steakhouse columbus ga,2020-10-09 16:14:32,,250
3405,the hallow terraria,us,4,250,0,229,0.95,1.16,hallow terraria,2020-10-04 18:45:41,"Sitelinks,People also ask,Top stories,Thumbnails,Image pack",350
3406,how to spell english,us,43,250,0.06,42,0.17,1.2,how do you spell so,2020-09-27 14:15:17,"Knowledge card,Top stories,Thumbnails,People also ask,Image pack",500
3407,packable down blanket,us,3,250,0.9,290,1.12,1.23,camping blanket,2020-10-11 13:49:18,"Image pack,Top stories,Thumbnails",250
3408,how to check if iphone is stolen,us,50,250,0.6,266,1.17,1.02,imei checker,2020-10-05 03:44:40,"Featured snippet,Thumbnails,People also ask,Top stories",500
3409,angularjs architecture,us,13,250,10,227,0.88,1.19,angular js architecture,2020-10-15 00:14:46,"Featured snippet,Thumbnails,Top stories",900
3410,decoration clipart,us,0,250,,102,0.45,1.56,decorations clipart,2020-10-05 19:45:51,Image pack,900
3411,fisherman's village marina del rey,us,2,250,0.8,161,0.62,1.17,fisherman's wharf marina del rey,2020-10-15 20:36:35,"Top stories,Thumbnails,Image pack",300
3412,neutrogena oil free acne wash pink grapefruit,us,5,250,0.4,150,0.63,1.25,neutrogena pink grapefruit,2020-10-16 20:38:29,"People also ask,Image pack,Adwords bottom",350
3413,water world boat,us,4,250,1.8,,,,water world medford,2020-09-25 15:43:32,"Image pack,Top stories,Thumbnails",300
3414,how do you make cottage cheese,us,8,250,0.45,226,0.93,1.22,how to make cottage cheese,2020-09-29 13:06:15,"Top stories,Thumbnails,People also ask",300
3415,how many days until november 28,us,0,250,,,,,how many days until november 28,2020-10-02 09:02:14,Knowledge card,250
3416,personal tax account,us,69,250,4,235,0.91,1.27,hmrc login,2020-10-18 09:37:50,"Sitelinks,People also ask",135000
3417,clown makeup tutorial,us,5,250,0.5,137,0.56,1.04,clown makeup tutorials,2020-10-09 23:07:52,"Featured snippet,Thumbnails,Image pack,People also ask",400
3418,definition system software,us,26,250,,,,,system software,2020-09-29 16:36:38,"People also ask,Top stories,Thumbnails",250
3419,30th district court,us,0,250,0,,,,highland park court,2020-09-29 17:59:49,Image pack,250
3420,ru definition,us,2,250,0,14,0.06,1.11,ru,2020-10-04 19:54:28,Featured snippet,400
3421,collaboration space,us,10,250,3.5,,,,collaboration space,2020-10-14 17:46:18,"Featured snippet,People also ask,Top stories,Thumbnails",600
3422,hit me up lyrics,us,0,250,0,85,0.37,1.04,hit me up lyrics,2020-10-10 10:22:26,,450
3423,meal prep sunday san diego,us,1,250,,256,1.11,1.17,meal prep san diego,2020-10-01 18:35:12,"Adwords top,Sitelinks,Top stories,Thumbnails,Image pack",250
3424,sarah burrell,us,0,250,0.06,48,0.21,1.1,sarah burrell,2020-10-08 09:57:19,,300
3425,perrys steakhouse san antonio,us,3,250,2,182,0.7,1.31,perry's steakhouse san antonio,2020-10-19 14:36:38,,250
3426,betty boop dress,us,0,250,0.4,183,0.69,1.1,betty boop dress,2020-10-07 04:36:17,"Image pack,People also ask,Top stories,Thumbnails",400
3427,zentangle butterfly,us,0,250,0.6,153,0.63,1.28,butterfly zentangle,2020-10-16 19:52:00,"Image pack,People also ask",450
3428,relative pronoun german,us,1,250,,,,,german relative pronouns,2020-09-28 10:08:32,"Featured snippet,Image pack,People also ask,Top stories,Thumbnails",250
3429,how to get a barrier block in minecraft,us,3,250,2.5,185,0.71,1.13,how to get barrier blocks in minecraft,2020-10-09 03:24:10,"Featured snippet,Thumbnails,People also ask,Top stories,Image pack",400
3430,korean fans,us,30,250,,101,0.37,1.17,fan death,2020-10-07 22:47:55,"People also ask,Image pack",450
3431,sharp pain during period,us,29,250,2,147,0.57,1.22,menstrual cramps,2020-10-07 04:20:53,"Featured snippet,People also ask,Adwords bottom",300
3432,chamagadda,us,0,250,0,30,0.11,1.3,chamagadda pulusu,2020-10-16 20:41:24,,1800
3433,comcast student internet,us,64,250,3,259,1.03,1.07,xfinity student,2020-10-18 10:52:52,"Adwords top,People also ask,Sitelinks",250
3434,champagne spray paint,us,0,250,0.3,161,0.59,1.39,champagne spray paint,2020-10-13 10:01:49,"Image pack,Top stories,Thumbnails",400
3435,nhl hockey players,us,56,250,0,53,0.23,1.13,hockey players,2020-10-08 13:54:58,"People also ask,Top stories,Thumbnails",350
3436,maybelline foundation shades,us,22,250,0.9,158,0.65,1.32,maybelline foundation,2020-10-17 10:27:23,"Image pack,People also ask",1300
3437,education drawing,us,0,250,0.3,8,0.03,1.2,drawings of education,2020-10-10 03:16:32,"Image pack,Top stories,Thumbnails",700
3438,mikes deli slauson,us,2,250,0,,,,mikes deli,2020-09-23 16:45:36,Image pack,250
3439,dale's steak sauce,us,3,250,0.15,137,0.56,1.17,dales marinade,2020-09-25 18:02:45,"Top stories,Thumbnails,People also ask,Image pack",250
3440,photo plates,us,4,250,1,309,1.27,1.06,photos plates,2020-10-14 19:57:27,"Sitelinks,Top stories,Thumbnails,Image pack",400
3441,poke bowl restaurant near me,us,45,250,,183,0.73,1.3,poke near me,2020-10-17 02:53:04,Sitelinks,250
3442,local restaurants deals,us,65,250,2.5,,,,local restaurants,2020-10-02 10:18:27,People also ask,300
3443,costco durham hours,us,1,250,0,63,0.26,1.26,costco durham,2020-10-04 10:50:07,Sitelinks,250
3444,1933 germany,us,48,250,0.09,140,0.51,1.17,how did hitler come to power,2020-10-17 13:51:10,"People also ask,Sitelinks,Image pack",400
3445,conan o'brien assistant sona,us,5,250,,152,0.56,1.14,sona movsesian,2020-10-17 09:39:47,"People also ask,Image pack",250
3446,adviser investments,us,5,250,8,170,0.7,1.26,advisor investments,2020-10-18 20:22:20,"Adwords top,Sitelinks,Tweet box,Adwords bottom",250
3447,maryland department of labor licensing and regulation,us,10,250,0.7,200,0.87,1.19,dllr,2020-10-04 23:51:09,"Sitelinks,People also ask,Image pack",250
3448,farm fence gate,us,4,250,1.1,88,0.38,1.38,tractor supply fence gates,2020-10-13 18:07:23,"Image pack,Top stories,Thumbnails",300
3449,rustic wedding backdrop,us,2,250,0.4,,,,rustic wedding backdrop,2020-10-07 09:08:24,"Image pack,Top stories,Thumbnails",600
3450,36 in cm,us,2,250,0,15,0.06,1.07,36 inches to cm,2020-10-02 12:33:11,"Knowledge card,People also ask,Top stories,Thumbnails",2900
3451,atv40 pill,us,3,250,0,59,0.24,1.04,atv40,2020-10-15 23:31:08,"Featured snippet,Thumbnails,Sitelinks,Image pack",250
3452,mothers of invention freak out,us,4,250,0.09,220,0.81,1.12,freak out,2020-10-17 16:54:01,"Sitelinks,People also ask",350
3453,que bella meaning,us,0,250,0,29,0.11,1.15,qui se bella,2020-10-09 08:18:46,"Knowledge card,People also ask",300
3454,rtx 2070 teraflops,us,50,250,,,,,rtx 2070 specs,2020-10-15 23:29:15,"Featured snippet,People also ask,Top stories,Thumbnails,Image pack",300
3455,humane society cape girardeau,us,6,250,2,,,,humane society of southeast missouri,2020-10-04 18:05:47,Image pack,250
3456,john cena entrance song,us,10,250,0,168,0.69,1.23,john cena walkout,2020-10-06 07:57:24,People also ask,500
3457,rufen,us,0,250,,68,0.28,1.23,rufen,2020-10-17 14:49:55,"Knowledge card,Sitelinks,Image pack",4100
3458,575 credit score,us,2,250,8,140,0.54,1.09,575 credit score credit card,2020-10-18 14:16:58,"Featured snippet,People also ask",250
3459,princesa de penasco,us,6,250,0.5,261,1.15,1.45,princesa de peñasco,2020-10-18 17:28:31,Image pack,250
3460,pima medical institute phoenix,us,17,250,4.5,240,0.88,1.31,pima medical institute phoenix,2020-10-04 16:02:59,"People also ask,Top stories,Thumbnails,Image pack,Adwords bottom",300
3461,christmas tree printable template,us,16,250,0,427,1.57,1.36,christmas tree template,2020-10-05 17:37:00,"Image pack,Top stories,Thumbnails",350
3462,publix flat shoals,us,0,250,0.3,,,,publix flat shoals pkwy,2020-10-07 03:30:50,,250
3463,utility truck caps,us,22,250,1,374,1.45,1.32,commercial truck caps,2020-10-10 15:38:50,"Image pack,Top stories,Thumbnails",250
